,random,X,CAD.CDW.ID,CAD.Event.Number,General.Offense.Number,Event.Clearance.Code,Event.Clearance.Description,Event.Clearance.SubGroup,Event.Clearance.Group,Event.Clearance.Date,Hundred.Block.Location,District.Sector,Zone.Beat,Census.Tract,Longitude,Latitude,Incident.Location,Initial.Type.Description,Initial.Type.Subgroup,Initial.Type.Group,At.Scene.Time
39424,0.585356145,305002,651041,15000053941,201553941,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2/16/2015 14:17,UNION ST / 9 AV,E,E3,8200.3001,-122.3302257,47.61154283,"(47.611542826, -122.330225695)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,2/16/2015 13:25
30934,0.239775721,743667,1948219,17000076766,201776766,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,3/3/2017 13:07,5 AV S / S JACKSON ST,K,K3,9200.1012,-122.32767,47.599194,"(47.599194, -122.32767)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,3/3/2017 12:19
21909,0.772798962,416902,777761,12000115211,2012115211,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,4/15/2012 19:36,56XX BLOCK OF SW ADMIRAL WAY,W,W1,9701.1009,-122.4039586,47.57710191,"(47.577101907, -122.403958619)",,,,
19043,0.055001749,1228817,2159312,17000463206,2017463206,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,12/16/2017 22:38,15XX BLOCK OF MINOR AV,E,E3,8300.2009,-122.328255,47.614426,"(47.614426, -122.328255)","NOISE - DIST, GENERAL (CONST, RESID, BALL PLAY)",DISTURBANCES,NOISE DISTURBANCE,
27837,0.478037468,297132,1679420,16000065021,201665021,65,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,2/23/2016 13:46,6 AV / YESLER WY,K,K3,9200.1002,-122.32635,47.601707,"(47.601707, -122.32635)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
27851,0.965499412,7201,23081,10000256866,2010256866,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,7/25/2010 20:59,10XX BLOCK OF HARBOR AVE SW,W,W1,9600.5,-122.3842524,47.5946178,"(47.594617795, -122.38425235)",,,,
48576,0.945995327,390141,749260,12000071409,201271409,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,3/8/2012 15:43,96XX BLOCK OF 15TH AVE SW,99,99,NULL,-122.3540159,47.51644066,"(47.516440664, -122.354015873)",,,,
24116,0.504170005,806423,1626826,15000426825,2015426825,350,HAZARDS,HAZARDS,HAZARDS,12/9/2015 10:05,3 AV / PINE ST,M,M3,8100.2008,-122.3387,47.610744,"(47.610744, -122.3387)",HAZ - POTENTIAL THRT TO PHYS SAFETY (NO HAZMAT),HAZARDS,HAZARDS,
18694,0.395559465,1460300,2075007,17000309279,2017309279,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,8/21/2017 12:10,2 AV / COLUMBIA ST,K,K1,8100.2036,-122.33383,47.603733,"(47.603733, -122.33383)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
23060,0.337516925,713470,2076686,17000312069,2017312069,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,8/23/2017 18:32,NW 59 ST / 22 AV NW,B,B1,4700.4001,-122.38474,47.67164,"(47.67164, -122.38474)",FIGHT - JO - PHYSICAL (NO WEAPONS),DISTURBANCES,DISTURBANCES,8/23/2017 13:17
47358,0.794785259,1180850,1843049,16000350791,2016350791,291,PERSON WITH A GUN,GUN CALLS,WEAPONS CALLS,9/27/2016 15:04,3XX BLOCK OF 2 AV S,K,K3,9200.2028,-122.33057,47.600548,"(47.600548, -122.33057)","WEAPN - GUN,DEADLY WPN (NO THRTS/ASLT/DIST)",WEAPONS CALLS,WEAPONS CALLS,9/27/2016 13:56
15888,0.719147327,991471,886774,12000288830,2012288830,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,8/29/2012 0:10,FAIRVIEW AV N / EASTLAKE AV E,D,D2,6600.2008,-122.3260715,47.63225292,"(47.632252918, -122.32607153)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,8/29/2012 0:10
25702,0.646306723,1454220,2162246,17000468292,2017468292,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,12/21/2017 4:28,ALASKAN WY S / S MASSACHUSETTS ST,O,O1,9300.2052,-122.33844,47.588306,"(47.588306, -122.33844)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
45554,0.665419705,605460,1751975,16000194716,2016194716,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,6/2/2016 15:38,BEACON AV S / S COLLEGE ST,R,R1,9300.1048,-122.31675,47.582993,"(47.582993, -122.31675)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,
23427,0.374336995,1209961,2169412,18000000761,2018761,201,ALACAD - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,1/1/2018 18:45,29XX BLOCK OF S CHARLESTOWN ST,R,R2,10100.4003,-122.29456,47.56984,"(47.56984, -122.29456)","ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",ALACAD,SUSPICIOUS CIRCUMSTANCES,1/1/2018 16:01
30324,0.496518947,360755,717764,12000024042,201224042,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,1/25/2012 22:30,11XX BLOCK OF E PIKE ST,C,C2,7500.4006,-122.3174884,47.6140991,"(47.614099102, -122.3174884)",,,,
10586,0.940028656,605017,1719261,16000137518,2016137518,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,4/21/2016 9:51,9XX BLOCK OF 31 AV S,G,G3,8900.2011,-122.29275,47.59406,"(47.59406, -122.29275)","ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",ALACAD,SUSPICIOUS CIRCUMSTANCES,
19686,0.668305181,1008862,925257,12000344241,2012344241,100,FRAUD (INCLUDING IDENTITY THEFT),FRAUD CALLS,FRAUD CALLS,10/8/2012 14:15,6XX BLOCK OF STEWART ST,M,M2,7300.3031,-122.3365847,47.61395514,"(47.61395514, -122.336584694)","FRAUD - FORGERY,BUNCO, SCAMS, ID THEFT, ETC",FRAUD CALLS,FRAUD CALLS,10/8/2012 12:41
35745,0.160101668,1464175,2086999,17000330855,2017330855,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,9/6/2017 3:52,RENTON AV S / S HENDERSON ST,S,S3,11700.1012,-122.276405,47.52331,"(47.52331, -122.276405)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,9/6/2017 2:16
20183,0.313543849,947285,1588873,15000370267,2015370267,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,10/22/2015 18:18,W KINNEAR PL / 1 AV W,Q,Q3,7000.6009,-122.3579935,47.62772229,"(47.627722288, -122.357993509)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
32799,0.876772574,371386,729369,12000043335,201243335,171,PARKS EXCLUSION ,PARKS EXCLUSIONS,MISCELLANEOUS MISDEMEANORS,2/12/2012 14:27,NE 117 ST / LAKE CITY WY NE,L,L2,700.2009,-122.2982318,47.71421044,"(47.714210441, -122.298231838)",,,,
7737,0.19037926,283279,612257,11000176695,2011176695,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,6/3/2011 7:20,6XX BLOCK OF 5TH AVE S,K,K2,9100.1014,-122.3278363,47.59420368,"(47.594203678, -122.327836298)",,,,
25845,0.727801286,137302,385146,11000219490,2011219490,30,ARMED ROBBERY,GUN CALLS,ROBBERY,7/7/2011 11:51,18XX BLOCK OF N 85TH ST,N,N3,1800.1013,-122.3357396,47.69049553,"(47.690495525, -122.335739557)",,,,
32574,0.404718129,1353207,1075950,15000135398,2015135398,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,4/25/2015 21:17,39XX BLOCK OF SW HOLDEN ST,W,W3,11600.2005,-122.3833182,47.53359041,"(47.533590409, -122.383318191)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
22611,0.051660119,1043762,1864038,16000388202,2016388202,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,10/26/2016 20:35,26XX BLOCK OF CALIFORNIA AV SW,W,W1,9800.102,-122.3862,47.58051,"(47.58051, -122.3862)","ALARM - COMM, SILENT/AUD BURG (INCL BANKS)",ALACAD,SUSPICIOUS CIRCUMSTANCES,
39246,0.191990077,413634,774286,12000110000,2012110000,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,4/11/2012 11:23,60XX BLOCK OF 26TH AVE NE,U,U1,4300.1004,-122.2995866,47.67305804,"(47.67305804, -122.299586574)",,,,
27482,0.265157432,1036149,2031167,17000230451,2017230451,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",6/26/2017 12:36,23XX BLOCK OF SW WEBSTER ST,F,F1,10701.2011,-122.36215,47.535515,"(47.535515, -122.36215)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,
24314,0.456471611,604670,1718890,16000136739,2016136739,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,4/20/2016 20:44,AURORA AV N / N 143 ST,N,N2,401.1006,-122.34508,47.732307,"(47.732307, -122.34508)",MOTOR VEHICLE COLLISION WITH INJURIES - PRIORITY 1,MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,4/20/2016 18:41
23109,0.447269158,313000,664834,11000089795,201189795,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF ",3/19/2011 10:27,8XX BLOCK OF HARRISON ST,D,D1,7200.1032,-122.3404133,47.6220487,"(47.622048703, -122.34041326)",,,,
24469,0.065126462,1119628,2001634,17000176431,2017176431,64,SHOPLIFT,THEFT,SHOPLIFTING,5/19/2017 16:45,75XX BLOCK OF AURORA AV N,J,J3,2700.4025,-122.34449,47.68367,"(47.68367, -122.34449)",SHOPLIFT - THEFT,SHOPLIFTING,THEFT,5/19/2017 15:58
47183,0.47902756,420253,781322,12000120490,2012120490,191,FELONY WARRANT SERVICE,WARRANT CALLS,ARREST,4/20/2012 17:47,85XX BLOCK OF GREENWOOD AVE N,B,B3,1700.3004,-122.3553114,47.69150678,"(47.691506782, -122.355311397)",,,,
27332,0.825804229,998154,896596,12000303615,2012303615,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,9/9/2012 2:00,1XX BLOCK OF OCCIDENTAL AVE S,K,K3,9200.2005,-122.3328752,47.60130116,"(47.601301161, -122.332875212)",SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,9/9/2012 1:51
48016,0.601435696,1335004,1055477,15000107268,2015107268,161,TRESPASS,TRESPASS,TRESPASS,4/2/2015 12:25,8XX BLOCK OF NE 67 ST,U,U1,3600.1016,-122.318739,47.67729636,"(47.677296356, -122.318739008)",TRESPASS,TRESPASS,TRESPASS,
2647,0.487115193,778919,2016712,17000203656,2017203656,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,6/7/2017 14:14,NE 125 ST / 39 AV NE,L,L3,800.1003,-122.28629,47.719215,"(47.719215, -122.28629)",MOTOR VEHICLE COLLISION WITH INJURIES - PRIORITY 1,MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,6/7/2017 10:15
48540,0.67330304,706575,2225631,18000098406,201898406,350,HAZARDS,HAZARDS,HAZARDS,3/19/2018 15:54,10XX BLOCK OF NE 82 ST,L,L2,2000.1026,-122.316925,47.688545,"(47.688545, -122.316925)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,
35041,0.250781012,644697,1280155,13000008524,20138524,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,1/8/2013 10:51,126XX BLOCK OF 8TH AVE NE,L,L1,200.3002,-122.320853,47.72099951,"(47.720999507, -122.320852967)",,,,
17152,0.063006931,858202,2006282,17000184891,2017184891,100,FRAUD (INCLUDING IDENTITY THEFT),FRAUD CALLS,FRAUD CALLS,5/25/2017 11:27,23XX BLOCK OF SW WEBSTER ST,F,F1,10701.2011,-122.36215,47.535515,"(47.535515, -122.36215)","FRAUD - FORGERY,BUNCO, SCAMS, ID THEFT, ETC",FRAUD CALLS,FRAUD CALLS,
16017,0.15582085,537938,1688480,16000080457,201680457,184,"NARCOTICS, OTHER",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,3/6/2016 22:17,14XX BLOCK OF BOYLSTON AV,E,E2,8400.1009,-122.32342,47.61353,"(47.61353, -122.32342)","NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,
44775,0.403758236,1353044,1076922,15000137026,2015137026,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,4/27/2015 6:22,7XX BLOCK OF PINE ST,M,M2,8200.1006,-122.3337075,47.6128322,"(47.612832198, -122.333707532)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,4/27/2015 4:40
34604,0.084432811,1120725,2003064,17000179160,2017179160,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",5/21/2017 11:57,ALASKAN WY / MARION ST,K,K1,8100.1047,-122.33779,47.603058,"(47.603058, -122.33779)","NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,
10897,0.859231963,549338,933211,12000354640,2012354640,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,10/16/2012 13:10,MINOR AV / STEWART ST,D,D2,7300.2019,-122.3318602,47.61760857,"(47.617608573, -122.331860156)",,,,
11237,0.869017419,854596,2201500,18000050766,201850766,51,"BURGLARY - RESIDENTIAL, OCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,2/10/2018 9:33,8XX BLOCK OF 15 AV E,C,C1,6500.3016,-122.31258,47.626472,"(47.626472, -122.31258)",BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,2/10/2018 6:26
20962,0.352979275,693389,2188135,18000034674,201834674,65,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,1/29/2018 5:11,24XX BLOCK OF 1 AV S,O,O1,9300.3024,-122.3342,47.580853,"(47.580853, -122.3342)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
11210,0.358026347,245320,540740,11000116257,2011116257,220,MENTAL COMPLAINT,MENTAL CALL,MENTAL HEALTH,4/12/2011 5:46,6XX BLOCK OF 5TH AVE S,K,K2,9100.1014,-122.3276807,47.59665538,"(47.596655375, -122.327680653)",,,,
20233,0.202767255,1093110,1905526,16000464084,2016464084,130,PROPERTY DESTRUCTION,PROPERTY DAMAGE,PROPERTY DAMAGE,12/27/2016 22:25,13XX BLOCK OF E SPRUCE ST,G,G1,8600.3007,-122.31548,47.60351,"(47.60351, -122.31548)",BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,12/27/2016 21:38
15907,0.900384042,152213,400775,11000242555,2011242555,40,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,7/26/2011 15:23,1 AV / PIKE ST,M,M3,8100.101,-122.3400165,47.60881966,"(47.608819661, -122.340016516)",,,,
9953,0.707970153,511181,879777,12000276076,2012276076,203,ALARMS - RESIDENTIAL PANIC (FALSE),PANIC ALARMS (FALSE),FALSE ALARMS,8/19/2012 11:36,107XX BLOCK OF LAKESIDE AVE NE,L,L3,900.2001,-122.2767178,47.7093245,"(47.709324502, -122.276717814)",,,,
47867,0.851083787,577711,1703573,16000107082,2016107082,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,3/28/2016 16:24,RAINIER AV S / S KENNY ST,R,R3,10300.201,-122.277016,47.548943,"(47.548943, -122.277016)",TRAFFIC - MOVING VIOLATION,TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
47930,0.123450405,562589,1691080,16000084900,201684900,100,FRAUD (INCLUDING IDENTITY THEFT),FRAUD CALLS,FRAUD CALLS,3/10/2016 18:13,42XX BLOCK OF UNIVERSITY WY NE,U,U2,5301.3008,-122.31319,47.659054,"(47.659054, -122.31319)",TRU - FORGERY/CHKS/BUNCO/SCAMS/ID THEFT,FRAUD CALLS,FRAUD CALLS,3/10/2016 17:06
23259,0.50018693,462418,826688,12000188639,2012188639,220,MENTAL COMPLAINT,MENTAL CALL,MENTAL HEALTH,6/16/2012 16:20,76XX BLOCK OF AURORA AVE N,J,J1,2800.2004,-122.3444901,47.68440288,"(47.684402884, -122.344490122)",,,,
25391,0.536226257,466133,830648,12000194489,2012194489,65,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,6/21/2012 14:39,20XX BLOCK OF NW MARKET ST,J,J2,4700.5014,-122.3839286,47.66867759,"(47.668677585, -122.383928626)",,,,
16153,0.146104824,936712,1576915,15000354939,2015354939,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,10/10/2015 16:28,LAKE CITY WY NE / NE 89 ST,U,U1,2000.1011,-122.3054847,47.69302021,"(47.693020214, -122.305484714)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
32658,0.403779997,518620,1740294,16000174178,2016174178,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,5/18/2016 19:27,NE 56 ST / 16 AV NE,U,U1,4400.102,-122.31075,47.66944,"(47.66944, -122.31075)","MOTOR VEHICLE COLLISION, BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,5/18/2016 18:17
43997,0.97142309,518809,889520,12000293098,2012293098,161,TRESPASS,TRESPASS,TRESPASS,9/1/2012 5:04,30XX BLOCK OF WESTERN AVE,M,M1,8001.3005,-122.3553408,47.61741831,"(47.617418309, -122.355340798)",,,,
8485,0.079960372,1218030,2179552,18000018786,201818786,71,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,1/16/2018 11:24,6XX BLOCK OF 15 AV E,C,C1,6500.3021,-122.3126,47.62485,"(47.62485, -122.3126)",AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,AUTO THEFTS,AUTO RECOVERIES,1/16/2018 10:19
26337,0.523813675,1080599,1973692,17000126200,2017126200,171,PARKS EXCLUSION,PARKS EXCLUSIONS,MISCELLANEOUS MISDEMEANORS,4/11/2017 7:42,19XX BLOCK OF WESTERN AV,M,M1,8100.3011,-122.34288,47.609814,"(47.609814, -122.34288)",SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,4/11/2017 7:37
35733,0.607738427,398464,758142,12000085037,201285037,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,3/20/2012 17:01,22XX BLOCK OF ALASKAN WAY,M,M1,8001.3021,-122.3590843,47.6174318,"(47.617431797, -122.359084275)",,,,
30614,0.691292014,998219,896687,12000303809,2012303809,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,9/9/2012 6:02,14 AV S / S HENDERSON ST,F,F3,11200.3012,-122.3149692,47.52304156,"(47.523041562, -122.314969166)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,9/9/2012 5:51
2827,0.102253604,924207,1565094,15000339979,2015339979,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,9/28/2015 21:35,DELRIDGE WY SW / 20 AV SW,F,F2,11402.2006,-122.3591578,47.52180675,"(47.521806753, -122.359157825)",MOTOR VEHICLE COLLISION WITH INJURIES - PRIORITY 1,MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,9/28/2015 19:41
29220,0.871965616,951321,1592108,15000373865,2015373865,330,"CASUALTY (NON CRIMINAL/TRAFFIC) - MAN DOWN, SICK PERSONS, INJURED, DOA)",CASUALTIES,PERSON DOWN/INJURY,10/25/2015 19:45,QUEEN ANNE AV N / MCGRAW ST,Q,Q2,6800.2,-122.3569134,47.63959327,"(47.639593268, -122.35691343)",DOWN - CHECK FOR PERSON DOWN,PERSON DOWN/INJURY,CASUALTIES,10/25/2015 17:05
32195,0.154551832,269430,568636,11000155002,2011155002,202,ALARMS - COMMERCIAL PANIC (FALSE),PANIC ALARMS (FALSE),FALSE ALARMS,5/15/2011 21:51,20XX BLOCK OF NW MARKET ST,J,J2,4700.5008,-122.3839286,47.66867759,"(47.668677585, -122.383928626)",,,,
8436,0.887499514,498896,866622,12000252778,2012252778,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,8/2/2012 18:15,36XX BLOCK OF 6TH AVE S,O,O2,9300.3072,-122.3259847,47.57066084,"(47.570660842, -122.325984741)",,,,
35787,0.597036586,1004912,909892,12000323517,2012323517,220,MENTAL COMPLAINT,MENTAL CALL,MENTAL HEALTH,9/23/2012 17:30,NE 41 ST / ROOSEVELT WY NE,U,U2,5302.1004,-122.3178219,47.65688796,"(47.656887963, -122.317821903)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,9/23/2012 10:22
38639,0.952444332,1012874,939474,12000362512,2012362512,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,10/22/2012 21:45,5XX BLOCK OF SUMMIT AVE E,E,E1,7400.7007,-122.3244861,47.62936974,"(47.629369738, -122.324486077)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,10/22/2012 20:57
33530,0.357911986,1444622,2073554,17000306728,2017306728,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,8/19/2017 9:45,6XX BLOCK OF STEWART ST,M,M2,7300.3027,-122.336586,47.613956,"(47.613956, -122.336586)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
17173,0.424165058,1140881,2029542,17000226517,2017226517,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,6/23/2017 18:06,WARREN PL / 1 AV,D,D1,8001.3002,-122.35416,47.61789,"(47.61789, -122.35416)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
34567,0.598401318,35479,51957,10000299329,2010299329,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,8/27/2010 2:49,19XX BLOCK OF ALASKAN WAY,M,M3,8100.1027,-122.3444419,47.60890146,"(47.608901462, -122.344441907)",,,,
37717,0.020497848,878135,1494914,15000254689,2015254689,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,7/24/2015 22:56,30XX BLOCK OF NE 127 ST,L,L3,100.5004,-122.2952484,47.72109192,"(47.721091916, -122.295248396)",ROBBERY (INCLUDES STRONG ARM),ROBBERY,ROBBERY,7/24/2015 22:02
26762,0.157967213,1028405,1002805,12000438238,2012438238,41,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",12/24/2012 14:15,92XX BLOCK OF 2ND AVE SW,F,F3,11300.1023,-122.3360281,47.52042664,"(47.520426644, -122.336028117)","HARAS - NO BIAS, THREATS OR MALICIOUSNESS","THREATS, HARASSMENT","THREATS, HARASSMENT",12/24/2012 12:25
23297,0.115109256,827856,1837189,16000340225,2016340225,63,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,9/19/2016 19:29,57XX BLOCK OF M L KING JR WY S,R,R3,10300.3009,-122.28725,47.550472,"(47.550472, -122.28725)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,9/19/2016 16:22
47674,0.592972692,1025984,994251,12000426402,2012426402,100,FRAUD (INCLUDING IDENTITY THEFT),FRAUD CALLS,FRAUD CALLS,,N 135 ST / AURORA AV N,N,N1,600.1011,-122.3450189,47.72685731,"(47.726857311, -122.345018865)","FRAUD - FORGERY,BUNCO, SCAMS, ID THEFT, ETC",FRAUD CALLS,FRAUD CALLS,12/14/2012 12:16
2719,0.420447638,963768,1603690,15000388491,2015388491,372,PROPERTY - FOUND (FOLLOW UP TO SPD CASE),"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",11/6/2015 13:02,55XX BLOCK OF ASHWORTH AV N,J,J3,4600.1015,-122.3390411,47.66948874,"(47.669488742, -122.339041126)",PROPERTY - FOUND,"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",11/6/2015 11:57
11149,0.49629852,623495,1255895,11000031415,201131415,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,1/27/2011 1:30,5 AV S / S JACKSON ST,K,K2,9200.1006,-122.3276692,47.59919352,"(47.599193524, -122.327669217)",,,,
5720,0.970504815,17569,33646,10000272186,2010272186,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,8/6/2010 0:51,37XX BLOCK OF BEACH DR SW,W,W2,9701.4021,-122.4104383,47.57068989,"(47.570689886, -122.410438291)",,,,
23902,0.364694654,1352264,1074809,15000133959,2015133959,130,PROPERTY DESTRUCTION,PROPERTY DAMAGE,PROPERTY DAMAGE,4/24/2015 15:44,27XX BLOCK OF RAINIER AV S,R,R2,10001.1002,-122.2991587,47.57967225,"(47.57967225, -122.299158735)",PROPERTY - DAMAGE,PROPERTY DAMAGE,PROPERTY DAMAGE,4/24/2015 14:30
